Timestamp,X,Y,Z
2569-08-21 12:24:37.560,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.562,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.562,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.563,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.566,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.566,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.568,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.568,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.570,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.570,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.580,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.580,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.583,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.583,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.583,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.585,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.585,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.588,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.588,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.590,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.590,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.592,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.605,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.605,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.608,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.608,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.610,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.610,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.613,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.613,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.615,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.615,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.616,0.01334909,0.6438029,0.3392043
2569-08-21 12:24:37.625,0.01334909,0.6438029,0.3392043
